Date,Price,Open,High,Low,Vol.,Change %
"May 10, 2017",25015.42,24931.82,25164.97,24931.82,2.37B,0.51
"May 09, 2017",24889.03,24656.95,24889.83,24548.97,1.42B,1.27
"May 08, 2017",24577.91,24604.29,24624.21,24476.20,1.40B,0.41
"May 05, 2017",24476.35,24625.35,24634.28,24358.72,2.09B,-0.84
"May 04, 2017",24683.88,24680.45,24683.88,24530.93,1.81B,-0.05
"May 02, 2017",24696.13,24773.80,24773.80,24577.33,1.66B,0.33
"Apr 28, 2017",24615.13,24691.29,24697.03,24563.77,1.22B,-0.34
"Apr 27, 2017",24698.48,24663.10,24717.44,24455.12,1.62B,0.49
"Apr 26, 2017",24578.43,24563.25,24637.85,24515.23,1.72B,0.50
"Apr 25, 2017",24455.94,24204.78,24455.94,24201.91,1.94B,1.31
"Apr 24, 2017",24139.48,24185.76,24206.44,23958.18,1.38B,0.41
"Apr 21, 2017",24042.02,24143.04,24190.14,23991.87,1.39B,-0.06
"Apr 20, 2017",24056.98,23851.02,24058.87,23827.07,1.56B,0.97
"Apr 19, 2017",23825.88,23875.98,23893.14,23723.87,1.57B,-0.41
"Apr 18, 2017",23924.54,24268.17,24276.31,23892.59,1.55B,-1.39
"Apr 13, 2017",24261.66,24173.42,24378.38,24158.16,1.33B,-0.21
"Apr 12, 2017",24313.50,24068.91,24313.50,23994.13,1.53B,0.93
"Apr 11, 2017",24088.46,24280.87,24318.15,24007.85,1.80B,-0.72
"Apr 10, 2017",24262.18,24302.01,24314.66,24215.54,1.19B,-0.02
"Apr 07, 2017",24267.30,24247.01,24268.39,23982.40,2.25B,-0.03
"Apr 06, 2017",24273.72,24310.41,24381.63,24210.69,1.72B,-0.52
"Apr 05, 2017",24400.80,24370.95,24400.80,24166.01,2.70B,0.57
"Apr 03, 2017",24261.48,24236.56,24261.48,24162.55,1.71B,0.62
"Mar 31, 2017",24111.59,24305.53,24329.98,24105.38,1.73B,-0.78
"Mar 30, 2017",24301.09,24429.12,24431.12,24250.40,1.77B,-0.37
"Mar 29, 2017",24392.05,24470.66,24470.66,24330.70,1.83B,0.19
"Mar 28, 2017",24345.87,24329.17,24360.00,24274.52,1.51B,0.63
"Mar 27, 2017",24193.70,24235.69,24434.90,24138.78,1.73B,-0.68
"Mar 24, 2017",24358.27,24396.41,24420.77,24263.17,1.78B,0.13
"Mar 23, 2017",24327.70,24381.04,24466.73,24271.26,1.80B,0.03
"Mar 22, 2017",24320.41,24336.33,24380.42,24207.10,2.14B,-1.11
"Mar 21, 2017",24593.12,24565.73,24656.65,24500.35,2.06B,0.37
"Mar 20, 2017",24501.99,24312.57,24501.99,24312.57,1.72B,0.79
"Mar 17, 2017",24309.93,24376.13,24385.81,24237.97,2.51B,0.09
"Mar 16, 2017",24288.28,24101.98,24288.28,24003.75,2.58B,2.08
"Mar 15, 2017",23792.85,23705.07,23842.81,23645.51,1.35B,-0.15
"Mar 14, 2017",23827.95,23871.00,23918.12,23768.34,1.86B,-0.01
"Mar 13, 2017",23829.67,23643.30,23877.59,23567.93,2.02B,1.11
"Mar 10, 2017",23568.67,23534.98,23603.77,23438.86,1.53B,0.29
"Mar 09, 2017",23501.56,23667.77,23673.58,23456.06,1.78B,-1.18
"Mar 08, 2017",23782.27,23627.28,23816.23,23563.14,1.82B,0.43
"Mar 07, 2017",23681.07,23630.35,23728.00,23585.77,1.28B,0.36
"Mar 06, 2017",23596.28,23600.49,23691.05,23574.28,1.44B,0.18
"Mar 03, 2017",23552.72,23618.36,23635.24,23511.60,2.39B,-0.74
"Mar 02, 2017",23728.07,24044.48,24080.87,23694.33,2.11B,-0.20
"Mar 01, 2017",23776.49,23849.22,23857.28,23730.05,1.65B,0.15
"Feb 28, 2017",23740.73,23952.64,24007.81,23740.73,1.67B,-0.77
"Feb 27, 2017",23925.05,23941.81,24067.68,23822.88,1.73B,-0.17
"Feb 24, 2017",23965.70,24115.61,24121.91,23958.13,1.75B,-0.62
"Feb 23, 2017",24114.86,24122.18,24216.53,24046.91,1.88B,-0.36
"Feb 22, 2017",24201.96,24059.09,24201.96,23999.55,2.23B,0.99
"Feb 21, 2017",23963.63,24174.11,24213.64,23909.15,1.84B,-0.76
"Feb 20, 2017",24146.08,24066.00,24202.34,24022.15,1.94B,0.47
"Feb 17, 2017",24033.74,24077.87,24106.34,23944.68,2.30B,-0.31
"Feb 16, 2017",24107.70,24139.31,24161.39,23969.57,3.81B,0.47
"Feb 15, 2017",23994.87,23771.95,24067.62,23771.95,3.84B,1.23
"Feb 14, 2017",23703.01,23695.29,23735.11,23614.47,1.96B,-0.03
"Feb 13, 2017",23710.98,23664.53,23751.92,23615.39,1.99B,0.58
"Feb 10, 2017",23574.98,23645.90,23718.47,23573.85,2.14B,0.21
"Feb 09, 2017",23525.14,23533.52,23644.63,23489.65,2.74B,0.17
"Feb 08, 2017",23485.13,23284.76,23520.77,23160.99,2.60B,0.66
"Feb 07, 2017",23331.57,23287.89,23403.60,23256.69,1.52B,-0.07
"Feb 06, 2017",23348.24,23239.29,23348.24,23149.70,1.44B,0.95
"Feb 03, 2017",23129.21,23216.97,23226.92,22997.46,1.34B,-0.24
"Feb 02, 2017",23184.52,23309.46,23439.02,23131.37,987.80M,-0.57
"Feb 01, 2017",23318.39,23211.88,23318.39,23082.62,1.52B,-0.18
"Jan 27, 2017",23360.78,23339.15,23397.09,23307.05,777.90M,-0.06
"Jan 26, 2017",23374.17,23173.46,23386.41,23145.31,1.86B,1.41
"Jan 25, 2017",23049.12,23066.40,23066.40,22961.38,1.19B,0.43
"Jan 24, 2017",22949.86,22965.25,22986.45,22907.78,1.46B,0.22
"Jan 23, 2017",22898.52,22926.30,23068.08,22861.29,1.07B,0.06
"Jan 20, 2017",22885.91,22966.53,22987.68,22858.25,1.21B,-0.71
