Date,Price,Open,High,Low,Vol.,Change %
"Jun 23, 2017",20132.67,20152.58,20152.58,20089.54,829.78M,0.11
"Jun 22, 2017",20110.51,20154.38,20191.42,20107.89,872.10M,-0.14
"Jun 21, 2017",20138.79,20192.16,20215.11,20117.79,977.75M,-0.45
"Jun 20, 2017",20230.41,20234.12,20318.11,20227.29,1.02B,0.81
"Jun 19, 2017",20067.75,19974.30,20087.71,19949.88,822.32M,0.51
"Jun 18, 2017",19965.00,19967.50,19967.50,19965.00,0.00,0.11
"Jun 16, 2017",19943.26,19931.15,20015.16,19884.80,1.40B,0.56
"Jun 15, 2017",19831.82,19815.54,19963.36,19755.34,1.10B,-0.26
"Jun 14, 2017",19883.52,19974.56,20009.93,19879.60,957.58M,-0.08
"Jun 13, 2017",19898.75,19859.81,19929.03,19850.86,1.00B,-0.05
"Jun 12, 2017",19908.58,19920.77,19949.07,19837.64,1.16B,-0.04
"Jun 11, 2017",19917.50,19912.50,19917.50,19910.00,0.00,-0.48
"Jun 09, 2017",20013.26,19953.06,20096.01,19927.07,1.50B,0.52
"Jun 08, 2017",19909.26,20048.28,20061.22,19896.35,1.29B,-0.38
"Jun 07, 2017",19984.62,19951.68,20023.24,19908.07,1.02B,0.02
"Jun 06, 2017",19979.90,20122.26,20152.95,19948.02,1.05B,-0.95
"Jun 05, 2017",20170.82,20135.42,20224.54,20104.13,1.02B,0.24
"Jun 04, 2017",20122.50,20125.00,20125.00,20120.00,0.00,-0.27
"Jun 02, 2017",20177.28,19970.23,20239.81,19967.00,1.55B,1.60
"Jun 01, 2017",19860.03,19692.16,19887.66,19686.32,1.07B,1.07
"May 31, 2017",19650.57,19630.33,19673.51,19589.25,1.29B,-0.14
"May 30, 2017",19677.85,19681.11,19691.44,19570.13,748.02M,-0.02
"May 29, 2017",19682.57,19697.18,19736.62,19627.19,693.75M,-0.02
"May 28, 2017",19686.00,19688.50,19688.50,19686.00,0.00,0.00
"May 26, 2017",19686.84,19798.49,19801.59,19686.49,870.74M,-0.64
"May 25, 2017",19813.13,19737.21,19850.93,19720.12,979.88M,0.36
"May 24, 2017",19742.98,19777.56,19782.81,19690.10,1.04B,0.66
"May 23, 2017",19613.28,19647.74,19693.02,19585.54,859.79M,-0.33
"May 22, 2017",19678.28,19670.48,19722.93,19618.73,808.62M,0.02
"May 21, 2017",19674.50,19679.50,19679.50,19674.50,0.00,0.43
"May 19, 2017",19590.76,19591.41,19628.64,19497.29,1.19B,0.19
"May 18, 2017",19553.86,19556.99,19601.53,19449.73,1.40B,-1.32
"May 17, 2017",19814.88,19806.78,19842.78,19764.63,1.22B,-0.53
"May 16, 2017",19919.82,19953.06,19998.49,19862.41,1.35B,0.25
"May 15, 2017",19869.85,19753.46,19869.85,19740.63,1.32B,-0.07
"May 12, 2017",19883.90,19941.64,19941.64,19809.91,1.41B,-0.39
"May 11, 2017",19961.55,19943.95,19989.94,19906.35,1.41B,0.31
"May 10, 2017",19900.09,19890.56,19938.53,19866.30,1.33B,0.29
"May 09, 2017",19843.00,19915.64,19917.45,19838.71,1.27B,-0.26
"May 08, 2017",19895.70,19709.01,19929.48,19705.13,1.53B,0.84
"May 07, 2017",19729.00,19739.00,19739.00,19729.00,0.00,1.46
"May 02, 2017",19445.70,19335.72,19464.30,19335.02,1.16B,0.70
"May 01, 2017",19310.52,19154.03,19311.21,19144.62,1.10B,0.56
"Apr 30, 2017",19202.50,19202.50,19202.50,19202.50,0.00,0.03
"Apr 28, 2017",19196.74,19240.65,19264.57,19164.68,1.21B,-0.29
"Apr 27, 2017",19251.87,19205.59,19281.70,19199.59,1.20B,-0.19
"Apr 26, 2017",19289.43,19184.92,19289.43,19170.86,1.33B,1.10
"Apr 25, 2017",19079.33,18872.56,19109.76,18867.19,1.22B,1.08
"Apr 24, 2017",18875.88,18890.38,18910.33,18840.13,1.01B,-0.18
"Apr 23, 2017",18909.00,18916.50,18919.00,18909.00,0.00,1.55
"Apr 21, 2017",18620.75,18591.82,18648.28,18542.42,1.17B,1.03
"Apr 20, 2017",18430.49,18446.39,18523.40,18420.82,1.20B,-0.01
"Apr 19, 2017",18432.20,18327.33,18467.73,18327.33,1.25B,0.07
"Apr 18, 2017",18418.59,18497.38,18547.46,18362.73,961.99M,0.35
"Apr 17, 2017",18355.26,18239.84,18361.44,18224.68,891.28M,0.63
"Apr 16, 2017",18240.50,18240.50,18240.50,18238.00,0.00,-0.52
"Apr 14, 2017",18335.63,18531.91,18531.91,18285.73,1.19B,-0.49
"Apr 13, 2017",18426.84,18391.72,18455.25,18304.72,1.27B,-0.68
"Apr 12, 2017",18552.61,18592.10,18602.50,18460.59,1.20B,-1.04
"Apr 11, 2017",18747.87,18717.55,18767.70,18661.86,1.08B,-0.27
"Apr 10, 2017",18797.88,18800.22,18850.80,18762.70,1.11B,-0.01
"Apr 09, 2017",18800.50,18803.00,18803.00,18795.50,0.00,0.73
"Apr 07, 2017",18664.63,18714.98,18785.73,18517.43,1.62B,0.36
"Apr 06, 2017",18597.06,18754.37,18797.44,18532.65,1.34B,-1.40
"Apr 05, 2017",18861.27,18900.70,18941.94,18773.94,1.22B,0.27
"Apr 04, 2017",18810.25,18933.82,18947.33,18703.63,1.47B,-0.91
"Apr 03, 2017",18983.23,18988.00,19068.62,18920.52,1.34B,0.02
"Apr 02, 2017",18979.00,18974.00,18979.00,18974.00,0.00,0.37
"Mar 31, 2017",18909.26,19170.42,19210.92,18909.26,1.49B,-0.81
"Mar 30, 2017",19063.22,19150.82,19218.08,19043.48,1.25B,-0.80
"Mar 29, 2017",19217.48,19216.78,19251.30,19164.61,1.15B,0.08
"Mar 28, 2017",19202.87,19159.07,19203.64,19113.44,1.22B,1.14
"Mar 27, 2017",18985.59,19071.19,19086.89,18932.09,1.21B,-0.39
"Mar 26, 2017",19060.50,19053.00,19060.50,19053.00,0.00,-1.05
"Mar 24, 2017",19262.53,19066.35,19296.05,19060.64,1.28B,0.93
"Mar 23, 2017",19085.31,19048.84,19105.11,18973.75,1.21B,0.23
"Mar 22, 2017",19041.38,19146.62,19183.27,19026.53,1.37B,-2.13
"Mar 21, 2017",19455.88,19416.55,19485.14,19337.22,1.02B,-0.34
"Mar 17, 2017",19521.59,19510.89,19547.51,19487.92,1.37B,-0.35
"Mar 16, 2017",19590.14,19458.70,19618.99,19454.17,1.22B,0.07
"Mar 15, 2017",19577.38,19528.75,19581.53,19503.74,1.16B,-0.16
"Mar 14, 2017",19609.50,19634.29,19637.55,19599.62,1.23B,-0.12
"Mar 13, 2017",19633.75,19545.74,19656.48,19531.51,926.13M,0.15
"Mar 10, 2017",19604.61,19444.71,19623.72,19427.81,1.55B,1.48
"Mar 09, 2017",19318.58,19343.06,19350.20,19262.98,1.01B,0.34
"Mar 08, 2017",19254.03,19308.53,19326.40,19198.78,1.03B,-0.47
"Mar 07, 2017",19344.15,19337.19,19375.09,19317.10,987.81M,-0.18
"Mar 06, 2017",19379.14,19409.18,19411.54,19340.32,880.22M,-0.46
"Mar 03, 2017",19469.17,19551.34,19587.79,19392.75,1.11B,-0.49
"Mar 02, 2017",19564.80,19624.82,19668.01,19564.80,1.46B,0.88
"Mar 01, 2017",19393.54,19226.94,19414.55,19164.62,1.32B,1.44
"Feb 28, 2017",19118.99,19194.68,19267.99,19118.99,1.33B,0.06
"Feb 27, 2017",19107.47,19130.51,19178.99,18995.55,1.24B,-0.91
"Feb 24, 2017",19283.54,19232.11,19381.10,19219.58,1.49B,-0.45
"Feb 23, 2017",19371.46,19379.92,19379.92,19262.63,1.41B,-0.04
"Feb 22, 2017",19379.87,19419.22,19419.22,19329.28,1.57B,-0.01
"Feb 21, 2017",19381.44,19267.87,19395.35,19261.98,1.01B,0.68
"Feb 20, 2017",19251.08,19161.33,19274.75,19115.11,989.09M,0.09
"Feb 17, 2017",19234.62,19228.74,19275.39,19173.53,1.44B,-0.58
"Feb 16, 2017",19347.53,19431.61,19431.61,19260.24,1.38B,-0.47
"Feb 15, 2017",19437.98,19438.81,19495.62,19420.00,1.43B,1.03
"Feb 14, 2017",19238.98,19478.86,19501.01,19232.85,1.43B,-1.13
"Feb 13, 2017",19459.15,19513.78,19519.44,19418.18,1.18B,0.41
"Feb 10, 2017",19378.93,19216.74,19395.99,19193.57,1.49B,2.49
"Feb 09, 2017",18907.67,18942.04,18991.23,18874.91,1.30B,-0.53
"Feb 08, 2017",19007.60,18951.16,19009.24,18875.57,1.03B,0.51
"Feb 07, 2017",18910.78,18844.12,18970.58,18805.32,1.06B,-0.35
"Feb 06, 2017",18976.71,19069.72,19075.57,18899.40,1.20B,0.31
"Feb 03, 2017",18918.20,18996.74,19061.26,18830.89,1.41B,0.02
"Feb 02, 2017",18914.58,19152.79,19170.63,18866.80,1.37B,-1.22
"Feb 01, 2017",19148.08,18926.97,19155.79,18916.18,1.31B,0.56
"Jan 31, 2017",19041.34,19145.35,19199.75,19041.34,1.34B,-1.69
"Jan 30, 2017",19368.85,19371.28,19390.97,19295.80,978.02M,-0.51
"Jan 27, 2017",19467.40,19453.51,19486.68,19404.13,1.35B,0.34
"Jan 26, 2017",19402.39,19260.67,19405.23,19232.46,1.45B,1.81
"Jan 25, 2017",19057.50,19091.23,19133.18,18987.45,1.25B,1.43
"Jan 24, 2017",18787.99,18817.42,18915.70,18783.16,1.32B,-0.55
"Jan 23, 2017",18891.03,18938.45,19024.21,18879.68,1.25B,-1.29
"Jan 20, 2017",19137.91,19059.15,19176.86,19040.20,1.26B,0.34
"Jan 19, 2017",19072.25,19082.83,19122.39,18982.13,1.71B,0.94
"Jan 18, 2017",18894.37,18753.96,18941.24,18650.33,1.23B,0.43
"Jan 17, 2017",18813.53,19038.45,19043.91,18812.86,1.10B,-1.48
"Jan 16, 2017",19095.24,19219.13,19255.41,19061.27,860.57M,-1.00
"Jan 13, 2017",19287.28,19174.97,19299.36,19156.93,994.18M,0.80
"Jan 12, 2017",19134.70,19300.19,19300.19,19069.02,1.25B,-1.19
"Jan 11, 2017",19364.67,19358.64,19402.17,19325.46,1.27B,0.33
"Jan 10, 2017",19301.44,19414.83,19484.90,19255.35,1.17B,-0.79
"Jan 06, 2017",19454.33,19393.55,19472.37,19354.44,1.23B,-0.34
"Jan 05, 2017",19520.69,19602.10,19615.40,19473.28,1.39B,-0.37
"Jan 04, 2017",19594.16,19298.68,19594.16,19277.93,1.69B,2.51
"Dec 30, 2016",19114.37,18997.68,19176.81,18991.59,1.21B,-0.16
"Dec 29, 2016",19145.14,19301.04,19301.04,19092.22,1.69B,-1.32
"Dec 28, 2016",19401.72,19392.11,19442.13,19364.73,801.37M,-0.01
"Dec 27, 2016",19403.06,19353.43,19478.58,19352.06,1.14B,0.03
"Dec 26, 2016",19396.64,19394.41,19432.48,19385.94,854.91M,-0.16
"Dec 22, 2016",19427.67,19396.85,19427.67,19327.51,1.17B,-0.09
"Dec 21, 2016",19444.49,19547.28,19592.90,19375.19,1.30B,-0.26
"Dec 20, 2016",19494.53,19367.84,19511.20,19356.81,1.23B,0.53
"Dec 19, 2016",19391.60,19345.84,19399.26,19307.14,1.09B,-0.05
"Dec 16, 2016",19401.15,19438.39,19439.97,19360.36,1.53B,0.66
"Dec 15, 2016",19273.79,19327.70,19436.90,19192.60,1.55B,0.10
"Dec 14, 2016",19253.61,19270.01,19284.28,19184.75,1.33B,0.02
